#  RunNo  LumiNo        EvtNo
  191810      84    134787404
  191718      82     90684112
  191718      95    109163881
  191718     115    136894358
  191718     177    219679203
  191718     134    164276760
  191833      51     64943276
  191721      16      9318930
  191720       4       942301
  193575     390    303143303
  193575     517    396496611
  191720      13     10187652
  193575     464    358249864
  193575     262    201230448
  193575     227    173048719
  193575     281    217192149
  193575     239    182573490
  193575     270    207819997
  191720     172    151107089
  193575     285    220351259
  193575     343    266086586
  193575     437    338180396
  193575     282    217394564
  193575     283    218806032
  193575     407    315599769
  191721     154    103199159
  193193      67     43987828
  191721      29     19381331
  191721      59     40495207
  193193     240    164137111
  193193     381    256039968
  193193      32     17589703
  191721      85     58739144
  191721      48     33170212
  191721      53     36704997
  191721     123     83877285
  191721     157    105496146
  191721     157    105412029
  193193     469    309804819
  191721      90     62285045
  193193     232    158101740
  191721     119     81541707
  193193     120     82010009
  191721     152    102326794
  191833      37     45803781
  191810      60     95460460
  191810      65    102290836
  191810      81    129254110
  193556      72     43725275
  193557      14     13438239
  193557      74     70566355
  191810      85    136120949
  193621    1627   1218808108
  193621    1631   1221288458
  191810      80    128115203
  191810      89    142335755
  191810      89    142094678
  191810      90    144138843
  191830      87     79706547
  191830      86     78717650
  191830     130    161208725
  191830     112    128699285
  191830     235    346603147
  191830     133    167471130
  191830     177    246994398
  191830     221    323550649
  191837      17     13792054
  191830     174    241204800
  191830     275    411947559
  191830     336    508234655
  191830     204    293536048
  191830     251    373031840
  191830     217    316887625
  191830     343    519531907
  191830     231    339811921
  191830     334    504521807
  191830     261    389569330
  191830     261    389795189
  191830     391    590146333
  191830     362    547034740
  191830     390    588505401
  191833      55     69781543
  191833      68     86755678
  191833      68     86855996
  191833      89    115379116
  191833     101    131138655
  193334      30      6055665
  193556      55     25604406
  193556      68     40048998
  193556      75     47298449
  191834     270    321354451
  191834      60     72065746
  191834     122    149557963
  191834      15     14437337
  191834     105    128373945
  191834     127    155340616
  191834     104    127304882
  191834     104    126874890
  191834     103    126237308
  191834     161    195902193
  191834     148    180874363
  191834      44     51441497
  191834      83    101133243
  191834     188    227361821
  191834     128    155833441
  191834     208    251053786
  191834     175    212297526
  191834     199    240980965
  191834     212    254929275
  191834     212    255755637
  191834     183    222416788
  191834     281    333871100
  191834     303    357469216
  191834     326    382298582
  191834     186    225098411
  191834     186    225318795
  191834     205    246957748
  191834     276    327959486
  193556      51     21013732
  191834     235    282297834
  191834     235    281974914
  191834     251    300219151
  191834     333    390748169
  191834     197    238515870
  191834     222    266651877
  191834     322    378196493
  191834     340    397408669
  191834     312    367177460
  191834     273    324230071
  191837      18     15214608
  191837      21     17449411
  191837      29     26185332
  191837      38     35946199
  191856      28     22122737
  191859      36     26374439
  191856      33     26748974
  191856      36     29695028
  191856      77     65086829
  191856     101     85283726
  193207     110     45612392
  191859       8      4233449
  191859      22     15018425
  191859      40     29524076
  191859      67     50658327
  193193     431    287035931
  193193     501    328705741
  193193     322    218487554
  193193     355    239478580
  193193      46     28011976
  193193     260    177359182
  193193     281    191441406
  193193     413    275724131
  193193     204    139026735
  193193     273    186039206
  193193     276    188230360
  193193     211    143516380
  193193     262    178612488
  193193     368    247951578
  193193     251    171585106
  193193     347    234607155
  193541     473    302293789
  193334     125     95466982
  193334     132    101503608
  193334     157    123693766
  193334     138    106555285
  193336     892    637642149
  193336     133    105477642
  193336     832    593461044
  193336     837    597338988
  193336     106     85004440
  193336     173    135594560
  193336     287    216571935
  193336     767    544117759
  193336     457    326910132
  193336     499    352274087
  193336     500    352968274
  193336     525    367870577
  193336     899    642597349
  193336     439    315971425
  193336     613    420879152
  193336     653    453277045
  193336     515    362099783
  193336     721    508110437
  193336     358    264307770
  193336     912    652136159
  193336     368    270330402
  193336     808    574909975
  193336     809    575730605
  193336     482    342290819
  193336     783    556076420
  193336     707    496759540
  193336     827    589726594
  193575     189    142892572
  193336     746    527718948
  193575     201    151080316
  193575     310    240253837
  193336     764    541461385
  193336     776    550540260
  193336     881    629449438
  193541     187     98451783
  193541     225    128294054
  193541     246    143971471
  193541     263    157110429
  193541     274    164663528
  193541     331    206012695
  193541     601    379401309
  193541     342    213985152
  193541     401    254401816
  193541     436    278106082
  193541     466    297707406
  193541     546    346875082
  193541     474    302824365
  193541     612    385726495
  193541     608    383520745
  193556      67     38548326
  193557      32     30588899
  193557      29     27679060
  193575      83     44603228
  193575     156    113388881
  193575     215    162829200
  193575     460    355398137
  193575     738    547287768
  193575     146    104016704
  193575     218    165775111
  193575     106     67241103
  193575     122     82188907
  193575     131     90568776
  193575     224    170904401
  193575     349    271514698
  193575     429    332282164
  193575     590    448215708
  193575     594    451213244
  193575     597    453371060
  193575     666    499808966
  193575     666    499897221
  193575     589    447805978
  193575     669    502223692
  193575     744    551550811
  193575     507    389662080
  193575     630    475923846
  193575     656    493561311
  193621     158    130608476
  193621     207    182676530
  193621     224    200338389
  193621     504    460011861
  193621     516    468960938
  193621      81     43125095
  193621     145    116644008
  193621     216    192536063
  193621     272    249653083
  193621     313    289930878
  193621     324    300212131
  193621     428    396103175
  193621     226    202219064
  193621     283    260463744
  193621     187    162068132
  193621     476    438684837
  193621     160    132505424
  193621      87     49538842
  193621      96     60301424
  193621     162    135187195
  193621     523    475065723
  193621     548    495799963
  193621     548    495767195
  193621     112     78766028
  193621     119     86556376
  193621     181    155368832
  193621     193    168141267
  193621     204    179688093
  193621     244    220573212
  193621     362    336135784
  193621     137    107006341
  193621     189    164025971
  193621     401    371578004
  193621     232    208573258
  193621     336    311820805
